date,amfi_code,nav,daily_return_pct
2022-05-16,100016,497.1556,-0.004283
2022-05-17,100016,510.4206,0.026682
2022-05-18,100016,506.2251,-0.00822
2022-05-19,100016,502.3871,-0.007582
2022-05-20,100016,500.1462,-0.004461
2022-05-23,100016,501.4785,0.002664
2022-05-24,100016,499.6609,-0.003624
2022-05-25,100016,502.6257,0.005934
2022-05-26,100016,498.5637,-0.008082
2022-05-27,100016,492.78,-0.011601
2022-05-30,100016,485.277,-0.015226
2022-05-31,100016,476.0989,-0.018913
2022-06-01,100016,474.1732,-0.004045
2022-06-02,100016,473.1602,-0.002136
2022-06-03,100016,470.7754,-0.00504
2022-06-06,100016,476.2119,0.011548
2022-06-07,100016,481.6458,0.011411
2022-06-08,100016,480.4735,-0.002434
2022-06-09,100016,473.1759,-0.015188
2022-06-10,100016,471.0598,-0.004472
2022-06-13,100016,468.8163,-0.004763
2022-06-14,100016,466.3477,-0.005266
2022-06-15,100016,463.7261,-0.005622
2022-06-16,100016,461.2993,-0.005233
2022-06-17,100016,459.9666,-0.002889
2022-06-20,100016,457.6317,-0.005076
2022-06-21,100016,458.7099,0.002356
2022-06-22,100016,460.4075,0.003701
2022-06-23,100016,456.9604,-0.007487
2022-06-24,100016,462.3501,0.011795
2022-06-27,100016,458.6076,-0.008095
2022-06-28,100016,452.344,-0.013658
2022-06-29,100016,454.0998,0.003882
2022-06-30,100016,451.0707,-0.006671
2022-07-01,100016,452.584,0.003355
2022-07-04,100016,443.3196,-0.02047
2022-07-05,100016,449.0289,0.012879
2022-07-06,100016,451.9322,0.006466
2022-07-07,100016,446.2213,-0.012637
2022-07-08,100016,440.6669,-0.012448
2022-07-11,100016,447.4448,0.015381
2022-07-12,100016,444.7739,-0.005969
2022-07-13,100016,441.7416,-0.006818
2022-07-14,100016,433.2246,-0.019281
2022-07-15,100016,432.1093,-0.002574
2022-07-18,100016,431.4649,-0.001491
2022-07-19,100016,434.4201,0.006849
2022-07-20,100016,429.3142,-0.011753
2022-07-21,100016,423.8151,-0.012809
2022-07-22,100016,425.7236,0.004503
2022-07-25,100016,429.7419,0.009439
2022-07-26,100016,424.047,-0.013252
2022-07-27,100016,428.3319,0.010105
2022-07-28,100016,428.6948,0.000847
2022-07-29,100016,433.0659,0.010196
2022-08-01,100016,433.0211,-0.000103
2022-08-02,100016,423.7137,-0.021494
2022-08-03,100016,423.3646,-0.000824
2022-08-04,100016,427.5619,0.009914
2022-08-05,100016,424.424,-0.007339
2022-08-08,100016,423.1925,-0.002902
2022-08-09,100016,422.7537,-0.001037
2022-08-10,100016,412.293,-0.024744
2022-08-11,100016,418.6311,0.015373
2022-08-12,100016,415.5307,-0.007406
2022-08-15,100016,417.6036,0.004989
2022-08-16,100016,417.4997,-0.000249
2022-08-17,100016,422.3739,0.011675
2022-08-18,100016,424.1079,0.004105
2022-08-19,100016,423.4485,-0.001555
2022-08-22,100016,420.3416,-0.007337
2022-08-23,100016,423.5281,0.007581
2022-08-24,100016,416.803,-0.015879
2022-08-25,100016,419.4003,0.006231
2022-08-26,100016,415.5691,-0.009135
2022-08-29,100016,420.401,0.011627
2022-08-30,100016,421.2166,0.00194
2022-08-31,100016,423.8348,0.006216
2022-09-01,100016,424.3603,0.00124
2022-09-02,100016,418.068,-0.014828
2022-09-05,100016,415.1206,-0.00705
2022-09-06,100016,417.805,0.006467
2022-09-07,100016,418.6355,0.001988
2022-09-08,100016,423.2368,0.010991
2022-09-09,100016,424.9639,0.004081
2022-09-12,100016,421.5737,-0.007978
2022-09-13,100016,418.8403,-0.006484
2022-09-14,100016,419.437,0.001425
2022-09-15,100016,411.1759,-0.019696
2022-09-16,100016,417.5046,0.015392
2022-09-19,100016,419.3505,0.004421
2022-09-20,100016,424.1319,0.011402
2022-09-21,100016,418.4765,-0.013334
2022-09-22,100016,423.3133,0.011558
2022-09-23,100016,431.9494,0.020401
2022-09-26,100016,427.1671,-0.011071
2022-09-27,100016,430.305,0.007346
2022-09-28,100016,430.5313,0.000526
2022-09-29,100016,424.9261,-0.013019
2022-09-30,100016,426.9974,0.004874
2022-10-03,100016,430.3701,0.007899
2022-10-04,100016,428.3154,-0.004774
2022-10-05,100016,432.9656,0.010857
2022-10-06,100016,426.8679,-0.014084
2022-10-07,100016,421.495,-0.012587
2022-10-10,100016,422.2208,0.001722
2022-10-11,100016,422.5333,0.00074
2022-10-12,100016,420.0881,-0.005787
2022-10-13,100016,423.3166,0.007685
2022-10-14,100016,425.5227,0.005211
2022-10-17,100016,428.9765,0.008117
2022-10-18,100016,428.7321,-0.00057
2022-10-19,100016,431.2389,0.005847
2022-10-20,100016,429.769,-0.003409
2022-10-21,100016,437.8501,0.018803
2022-10-24,100016,434.9481,-0.006628
2022-10-25,100016,443.3278,0.019266
2022-10-26,100016,443.6931,0.000824
2022-10-27,100016,438.5694,-0.011548
2022-10-28,100016,444.122,0.012661
2022-10-31,100016,444.8448,0.001627
2022-11-01,100016,448.4277,0.008054
2022-11-02,100016,453.5279,0.011374
2022-11-03,100016,455.1164,0.003503
2022-11-04,100016,452.9791,-0.004696
2022-11-07,100016,457.1295,0.009162
2022-11-08,100016,457.3685,0.000523
2022-11-09,100016,460.3808,0.006586
2022-11-10,100016,451.9519,-0.018309
2022-11-11,100016,453.9711,0.004468
2022-11-14,100016,451.6546,-0.005103
2022-11-15,100016,458.5248,0.015211
2022-11-16,100016,461.2893,0.006029
2022-11-17,100016,462.5046,0.002635
2022-11-18,100016,464.7322,0.004816
2022-11-21,100016,460.8957,-0.008255
2022-11-22,100016,467.7825,0.014942
2022-11-23,100016,476.316,0.018242
2022-11-24,100016,478.216,0.003989
2022-11-25,100016,485.221,0.014648
2022-11-28,100016,483.0407,-0.004493
2022-11-29,100016,479.9044,-0.006493
2022-11-30,100016,480.3253,0.000877
2022-12-01,100016,482.4201,0.004361
2022-12-02,100016,480.9949,-0.002954
2022-12-05,100016,483.5309,0.005272
2022-12-06,100016,485.0894,0.003223
2022-12-07,100016,481.0854,-0.008254
2022-12-08,100016,483.5409,0.005104
2022-12-09,100016,487.4889,0.008165
2022-12-12,100016,488.4785,0.00203
2022-12-13,100016,493.7241,0.010739
2022-12-14,100016,488.7036,-0.010169
2022-12-15,100016,490.9778,0.004654
2022-12-16,100016,486.1873,-0.009757
2022-12-19,100016,481.6822,-0.009266
2022-12-20,100016,479.2566,-0.005036
2022-12-21,100016,475.5366,-0.007762
2022-12-22,100016,473.4881,-0.004308
2022-12-23,100016,472.8386,-0.001372
2022-12-26,100016,476.5883,0.00793
2022-12-27,100016,475.4855,-0.002314
2022-12-28,100016,469.1246,-0.013378
2022-12-29,100016,474.1097,0.010626
2022-12-30,100016,470.8654,-0.006843
2023-01-02,100016,470.8644,-2e-06
2023-01-03,100016,472.9663,0.004464
2023-01-04,100016,474.0441,0.002279
2023-01-05,100016,478.8877,0.010218
2023-01-06,100016,481.1631,0.004751
2023-01-09,100016,477.7684,-0.007055
2023-01-10,100016,487.2879,0.019925
2023-01-11,100016,488.3757,0.002232
2023-01-12,100016,487.9931,-0.000783
2023-01-13,100016,492.4132,0.009058
2023-01-16,100016,493.7523,0.002719
2023-01-17,100016,495.7495,0.004045
2023-01-18,100016,507.0277,0.02275
2023-01-19,100016,506.06,-0.001909
2023-01-20,100016,504.9042,-0.002284
2023-01-23,100016,505.6844,0.001545
2023-01-24,100016,510.7491,0.010016
2023-01-25,100016,504.268,-0.012689
2023-01-26,100016,495.8578,-0.016678
2023-01-27,100016,493.5515,-0.004651
2023-01-30,100016,486.7415,-0.013798
2023-01-31,100016,485.1715,-0.003226
2023-02-01,100016,487.5779,0.00496
2023-02-02,100016,484.0122,-0.007313
2023-02-03,100016,478.2065,-0.011995
2023-02-06,100016,478.7459,0.001128
2023-02-07,100016,482.6505,0.008156
2023-02-08,100016,475.7347,-0.014329
2023-02-09,100016,479.4358,0.00778
2023-02-10,100016,483.1532,0.007754
2023-02-13,100016,487.4872,0.00897
2023-02-14,100016,493.0082,0.011325
2023-02-15,100016,502.9354,0.020136
2023-02-16,100016,501.6171,-0.002621
2023-02-17,100016,502.3612,0.001483
2023-02-20,100016,500.7778,-0.003152
2023-02-21,100016,501.045,0.000534
2023-02-22,100016,508.1265,0.014133
2023-02-23,100016,502.3938,-0.011282
2023-02-24,100016,498.8505,-0.007053
2023-02-27,100016,505.2068,0.012742
2023-02-28,100016,510.0352,0.009557
2023-03-01,100016,508.6667,-0.002683
2023-03-02,100016,512.7785,0.008083
2023-03-03,100016,514.5893,0.003531
2023-03-06,100016,521.7123,0.013842
2023-03-07,100016,522.3246,0.001174
2023-03-08,100016,527.3425,0.009607
2023-03-09,100016,540.0526,0.024102
2023-03-10,100016,543.1889,0.005807
2023-03-13,100016,543.7057,0.000951
2023-03-14,100016,547.4632,0.006911
2023-03-15,100016,545.984,-0.002702
2023-03-16,100016,557.892,0.02181
2023-03-17,100016,559.067,0.002106
2023-03-20,100016,558.0108,-0.001889
2023-03-21,100016,554.1991,-0.006831
2023-03-22,100016,559.8766,0.010245
2023-03-23,100016,564.466,0.008197
2023-03-24,100016,562.2856,-0.003863
2023-03-27,100016,565.443,0.005615
2023-03-28,100016,558.258,-0.012707
2023-03-29,100016,559.4579,0.002149
2023-03-30,100016,561.9861,0.004519
2023-03-31,100016,570.8065,0.015695
2023-04-03,100016,567.2319,-0.006262
2023-04-04,100016,561.1622,-0.010701
2023-04-05,100016,557.0355,-0.007354
2023-04-06,100016,550.7921,-0.011208
2023-04-07,100016,557.6109,0.01238
2023-04-10,100016,565.5706,0.014275
2023-04-11,100016,567.4627,0.003345
2023-04-12,100016,573.9037,0.011351
2023-04-13,100016,574.8786,0.001699
2023-04-14,100016,574.693,-0.000323
2023-04-17,100016,573.3032,-0.002418
2023-04-18,100016,572.031,-0.002219
2023-04-19,100016,564.5669,-0.013048
2023-04-20,100016,566.1761,0.00285
2023-04-21,100016,566.2668,0.00016
2023-04-24,100016,570.2955,0.007114
2023-04-25,100016,571.0606,0.001342
2023-04-26,100016,570.536,-0.000919
2023-04-27,100016,566.4614,-0.007142
2023-04-28,100016,567.1145,0.001153
2023-05-01,100016,571.1134,0.007051
2023-05-02,100016,565.6753,-0.009522
2023-05-03,100016,566.404,0.001288
2023-05-04,100016,567.8622,0.002574
2023-05-05,100016,564.5686,-0.0058
2023-05-08,100016,561.939,-0.004658
2023-05-09,100016,563.3736,0.002553
2023-05-10,100016,558.0581,-0.009435
2023-05-11,100016,560.0718,0.003608
2023-05-12,100016,555.9534,-0.007353
2023-05-15,100016,561.4787,0.009938
2023-05-16,100016,573.4711,0.021359
2023-05-17,100016,569.4279,-0.00705
2023-05-18,100016,572.4122,0.005241
2023-05-19,100016,569.0487,-0.005876
2023-05-22,100016,574.5931,0.009743
2023-05-23,100016,568.5103,-0.010586
2023-05-24,100016,571.2196,0.004766
2023-05-25,100016,567.1312,-0.007157
2023-05-26,100016,566.3889,-0.001309
2023-05-29,100016,561.5519,-0.00854
2023-05-30,100016,565.9312,0.007799
2023-05-31,100016,562.059,-0.006842
2023-06-01,100016,565.0931,0.005398
2023-06-02,100016,563.6716,-0.002516
2023-06-05,100016,563.3934,-0.000494
2023-06-06,100016,564.4191,0.001821
2023-06-07,100016,560.929,-0.006184
2023-06-08,100016,562.2606,0.002374
2023-06-09,100016,570.1945,0.014111
2023-06-12,100016,566.5874,-0.006326
2023-06-13,100016,572.7685,0.010909
2023-06-14,100016,580.6856,0.013823
2023-06-15,100016,576.8184,-0.00666
2023-06-16,100016,569.7576,-0.012241
2023-06-19,100016,571.5717,0.003184
2023-06-20,100016,569.1125,-0.004303
2023-06-21,100016,578.8674,0.017141
2023-06-22,100016,579.3439,0.000823
2023-06-23,100016,575.5565,-0.006537
2023-06-26,100016,570.057,-0.009555
2023-06-27,100016,575.8598,0.010179
2023-06-28,100016,573.262,-0.004511
2023-06-29,100016,573.7795,0.000903
2023-06-30,100016,578.9351,0.008985
2023-07-03,100016,576.7654,-0.003748
2023-07-04,100016,576.8293,0.000111
2023-07-05,100016,577.0426,0.00037
2023-07-06,100016,580.8301,0.006564
2023-07-07,100016,584.1654,0.005742
2023-07-10,100016,583.3333,-0.001424
2023-07-11,100016,583.962,0.001078
2023-07-12,100016,582.3508,-0.002759
2023-07-13,100016,575.1079,-0.012437
2023-07-14,100016,576.7133,0.002791
2023-07-17,100016,586.7206,0.017352
2023-07-18,100016,582.4661,-0.007251
2023-07-19,100016,578.8072,-0.006282
2023-07-20,100016,574.6758,-0.007138
2023-07-21,100016,578.6584,0.00693
2023-07-24,100016,581.2514,0.004481
2023-07-25,100016,580.7388,-0.000882
2023-07-26,100016,576.3533,-0.007552
2023-07-27,100016,577.1207,0.001331
2023-07-28,100016,569.5056,-0.013195
2023-07-31,100016,570.5207,0.001782
2023-08-01,100016,575.2193,0.008236
2023-08-02,100016,569.2005,-0.010463
2023-08-03,100016,561.849,-0.012915
2023-08-04,100016,570.0239,0.01455
2023-08-07,100016,567.2493,-0.004868
2023-08-08,100016,573.2563,0.01059
2023-08-09,100016,572.7737,-0.000842
2023-08-10,100016,572.2513,-0.000912
2023-08-11,100016,574.7646,0.004392
2023-08-14,100016,570.5953,-0.007254
2023-08-15,100016,571.5572,0.001686
2023-08-16,100016,569.9315,-0.002844
2023-08-17,100016,563.6234,-0.011068
2023-08-18,100016,565.5951,0.003498
2023-08-21,100016,564.5744,-0.001805
2023-08-22,100016,564.0841,-0.000868
2023-08-23,100016,558.3838,-0.010105
2023-08-24,100016,566.5681,0.014657
2023-08-25,100016,571.2603,0.008282
2023-08-28,100016,576.4358,0.00906
2023-08-29,100016,575.1817,-0.002176
2023-08-30,100016,566.7691,-0.014626
2023-08-31,100016,576.9127,0.017897
2023-09-01,100016,576.8994,-2.3e-05
2023-09-04,100016,573.398,-0.006069
2023-09-05,100016,575.8066,0.004201
2023-09-06,100016,582.0642,0.010868
2023-09-07,100016,582.2461,0.000313
2023-09-08,100016,589.1525,0.011862
2023-09-11,100016,595.1135,0.010118
2023-09-12,100016,589.7951,-0.008937
2023-09-13,100016,586.6033,-0.005412
2023-09-14,100016,591.8832,0.009001
2023-09-15,100016,578.1898,-0.023135
2023-09-18,100016,577.7262,-0.000802
2023-09-19,100016,570.7762,-0.01203
2023-09-20,100016,568.6757,-0.00368
2023-09-21,100016,567.4716,-0.002117
2023-09-22,100016,565.9735,-0.00264
2023-09-25,100016,563.5143,-0.004345
2023-09-26,100016,558.376,-0.009118
2023-09-27,100016,570.0712,0.020945
2023-09-28,100016,579.8367,0.01713
2023-09-29,100016,574.2208,-0.009685
2023-10-02,100016,582.5895,0.014574
2023-10-03,100016,580.8402,-0.003003
2023-10-04,100016,581.8024,0.001657
2023-10-05,100016,581.7779,-4.2e-05
2023-10-06,100016,578.7012,-0.005288
2023-10-09,100016,584.0455,0.009235
2023-10-10,100016,584.996,0.001627
2023-10-11,100016,582.8431,-0.00368
2023-10-12,100016,576.473,-0.010929
2023-10-13,100016,572.2429,-0.007338
2023-10-16,100016,564.3101,-0.013863
2023-10-17,100016,564.6621,0.000624
2023-10-18,100016,559.0226,-0.009987
2023-10-19,100016,558.0026,-0.001825
2023-10-20,100016,565.0774,0.012679
2023-10-23,100016,571.3805,0.011154
2023-10-24,100016,571.5127,0.000231
2023-10-25,100016,571.3686,-0.000252
2023-10-26,100016,581.22,0.017242
2023-10-27,100016,584.1967,0.005121
2023-10-30,100016,582.8108,-0.002372
2023-10-31,100016,575.8241,-0.011988
2023-11-01,100016,578.126,0.003998
2023-11-02,100016,582.6704,0.007861
2023-11-03,100016,579.7325,-0.005042
2023-11-06,100016,581.5232,0.003089
2023-11-07,100016,579.9607,-0.002687
2023-11-08,100016,579.3189,-0.001107
2023-11-09,100016,567.0393,-0.021197
2023-11-10,100016,566.2233,-0.001439
2023-11-13,100016,571.3794,0.009106
2023-11-14,100016,568.4997,-0.00504
2023-11-15,100016,569.0566,0.00098
2023-11-16,100016,565.5671,-0.006132
2023-11-17,100016,567.6605,0.003701
2023-11-20,100016,566.87,-0.001393
2023-11-21,100016,562.4839,-0.007737
2023-11-22,100016,569.4269,0.012343
2023-11-23,100016,574.4072,0.008746
2023-11-24,100016,571.6459,-0.004807
2023-11-27,100016,574.4572,0.004918
2023-11-28,100016,577.4842,0.005269
2023-11-29,100016,581.0643,0.006199
2023-11-30,100016,572.7421,-0.014322
2023-12-01,100016,578.1473,0.009437
2023-12-04,100016,575.5467,-0.004498
2023-12-05,100016,574.0293,-0.002636
2023-12-06,100016,587.8432,0.024065
2023-12-07,100016,589.7144,0.003183
2023-12-08,100016,588.0119,-0.002887
2023-12-11,100016,576.9838,-0.018755
2023-12-12,100016,584.4006,0.012854
2023-12-13,100016,577.8064,-0.011284
2023-12-14,100016,573.0112,-0.008299
2023-12-15,100016,571.634,-0.002403
2023-12-18,100016,579.1181,0.013092
2023-12-19,100016,583.3816,0.007362
2023-12-20,100016,582.8708,-0.000876
2023-12-21,100016,584.7593,0.00324
2023-12-22,100016,581.9713,-0.004768
2023-12-25,100016,582.9892,0.001749
2023-12-26,100016,583.6674,0.001163
2023-12-27,100016,588.9793,0.009101
2023-12-28,100016,594.3311,0.009087
2023-12-29,100016,597.2339,0.004884
2024-01-01,100016,595.6357,-0.002676
2024-01-02,100016,599.8546,0.007083
2024-01-03,100016,599.6775,-0.000295
2024-01-04,100016,594.2894,-0.008985
2024-01-05,100016,592.485,-0.003036
2024-01-08,100016,593.2328,0.001262
2024-01-09,100016,598.3226,0.00858
2024-01-10,100016,597.6632,-0.001102
2024-01-11,100016,591.6287,-0.010097
2024-01-12,100016,592.2302,0.001017
2024-01-15,100016,593.129,0.001518
2024-01-16,100016,594.4085,0.002157
2024-01-17,100016,599.5594,0.008666
2024-01-18,100016,605.2836,0.009547
2024-01-19,100016,602.4306,-0.004713
2024-01-22,100016,599.4751,-0.004906
2024-01-23,100016,594.3074,-0.00862
2024-01-24,100016,598.2899,0.006701
2024-01-25,100016,606.2963,0.013382
2024-01-26,100016,604.9258,-0.00226
2024-01-29,100016,603.9507,-0.001612
2024-01-30,100016,612.1297,0.013542
2024-01-31,100016,615.1823,0.004987
2024-02-01,100016,617.8723,0.004373
2024-02-02,100016,611.7323,-0.009937
2024-02-05,100016,615.7225,0.006523
2024-02-06,100016,611.0129,-0.007649
2024-02-07,100016,605.2447,-0.00944
2024-02-08,100016,603.7079,-0.002539
2024-02-09,100016,600.907,-0.004639
2024-02-12,100016,600.0432,-0.001437
2024-02-13,100016,592.7717,-0.012118
2024-02-14,100016,598.1139,0.009012
2024-02-15,100016,604.4037,0.010516
2024-02-16,100016,594.4189,-0.01652
2024-02-19,100016,599.8798,0.009187
2024-02-20,100016,595.9144,-0.00661
2024-02-21,100016,600.7451,0.008106
2024-02-22,100016,600.6923,-8.8e-05
2024-02-23,100016,601.1548,0.00077
2024-02-26,100016,600.484,-0.001116
2024-02-27,100016,607.2508,0.011269
2024-02-28,100016,600.9583,-0.010362
2024-02-29,100016,604.5003,0.005894
2024-03-01,100016,610.7152,0.010281
2024-03-04,100016,614.9028,0.006857
2024-03-05,100016,627.9635,0.02124
2024-03-06,100016,625.3634,-0.004141
2024-03-07,100016,630.9909,0.008999
2024-03-08,100016,630.7261,-0.00042
2024-03-11,100016,637.9534,0.011459
2024-03-12,100016,638.2393,0.000448
2024-03-13,100016,636.388,-0.002901
2024-03-14,100016,644.0928,0.012107
2024-03-15,100016,641.6375,-0.003812
2024-03-18,100016,634.0199,-0.011872
2024-03-19,100016,631.4621,-0.004034
2024-03-20,100016,635.2466,0.005993
2024-03-21,100016,643.4252,0.012875
2024-03-22,100016,644.3884,0.001497
2024-03-25,100016,652.2598,0.012215
2024-03-26,100016,644.8262,-0.011397
2024-03-27,100016,642.6418,-0.003388
2024-03-28,100016,641.3391,-0.002027
2024-03-29,100016,641.0221,-0.000494
2024-04-01,100016,641.8287,0.001258
2024-04-02,100016,646.0847,0.006631
2024-04-03,100016,643.8872,-0.003401
2024-04-04,100016,645.0099,0.001744
2024-04-05,100016,645.0859,0.000118
2024-04-08,100016,640.17,-0.007621
2024-04-09,100016,639.8586,-0.000486
2024-04-10,100016,639.3782,-0.000751
2024-04-11,100016,638.7775,-0.00094
2024-04-12,100016,639.2861,0.000796
2024-04-15,100016,640.043,0.001184
2024-04-16,100016,637.9365,-0.003291
2024-04-17,100016,645.4701,0.011809
2024-04-18,100016,639.1767,-0.00975
2024-04-19,100016,635.4532,-0.005825
2024-04-22,100016,651.5612,0.025349
2024-04-23,100016,645.957,-0.008601
2024-04-24,100016,638.6202,-0.011358
2024-04-25,100016,643.1019,0.007018
2024-04-26,100016,631.7543,-0.017645
2024-04-29,100016,630.7702,-0.001558
2024-04-30,100016,643.1525,0.01963
2024-05-01,100016,634.7763,-0.013024
2024-05-02,100016,624.0991,-0.01682
2024-05-03,100016,616.2197,-0.012625
2024-05-06,100016,621.4418,0.008474
2024-05-07,100016,627.9608,0.01049
2024-05-08,100016,625.451,-0.003997
2024-05-09,100016,629.5556,0.006563
2024-05-10,100016,637.6509,0.012859
2024-05-13,100016,648.116,0.016412
2024-05-14,100016,647.0433,-0.001655
2024-05-15,100016,634.3697,-0.019587
2024-05-16,100016,630.1188,-0.006701
2024-05-17,100016,628.0754,-0.003243
2024-05-20,100016,626.9661,-0.001766
2024-05-21,100016,626.2512,-0.00114
2024-05-22,100016,632.7878,0.010438
2024-05-23,100016,640.2703,0.011825
2024-05-24,100016,639.6315,-0.000998
2024-05-27,100016,646.1915,0.010256
2024-05-28,100016,648.5674,0.003677
2024-05-29,100016,649.2714,0.001085
2024-05-30,100016,654.8208,0.008547
2024-05-31,100016,655.5763,0.001154
2024-06-03,100016,667.9269,0.018839
2024-06-04,100016,659.8477,-0.012096
2024-06-05,100016,657.1955,-0.004019
2024-06-06,100016,656.8013,-0.0006
2024-06-07,100016,659.692,0.004401
2024-06-10,100016,667.4546,0.011767
2024-06-11,100016,667.6553,0.000301
2024-06-12,100016,659.6735,-0.011955
2024-06-13,100016,664.9362,0.007978
2024-06-14,100016,669.7236,0.0072
2024-06-17,100016,658.6916,-0.016472
2024-06-18,100016,659.0094,0.000482
2024-06-19,100016,650.1674,-0.013417
2024-06-20,100016,646.701,-0.005332
2024-06-21,100016,641.9035,-0.007418
2024-06-24,100016,646.8347,0.007682
2024-06-25,100016,647.8357,0.001548
2024-06-26,100016,640.8626,-0.010764
2024-06-27,100016,646.1893,0.008312
2024-06-28,100016,638.3989,-0.012056
2024-07-01,100016,640.5906,0.003433
2024-07-02,100016,636.3365,-0.006641
2024-07-03,100016,634.6149,-0.002705
2024-07-04,100016,637.7724,0.004975
2024-07-05,100016,641.0427,0.005128
2024-07-08,100016,648.9807,0.012383
2024-07-09,100016,648.8447,-0.00021
2024-07-10,100016,650.9364,0.003224
2024-07-11,100016,648.7629,-0.003339
2024-07-12,100016,650.1403,0.002123
2024-07-15,100016,653.0019,0.004402
2024-07-16,100016,652.7726,-0.000351
2024-07-17,100016,642.8023,-0.015274
2024-07-18,100016,645.0168,0.003445
2024-07-19,100016,647.4278,0.003738
2024-07-22,100016,643.8879,-0.005468
2024-07-23,100016,636.9641,-0.010753
2024-07-24,100016,645.642,0.013624
2024-07-25,100016,648.781,0.004862
2024-07-26,100016,647.8057,-0.001503
2024-07-29,100016,641.6731,-0.009467
2024-07-30,100016,637.3679,-0.006709
2024-07-31,100016,645.0648,0.012076
2024-08-01,100016,646.1817,0.001731
2024-08-02,100016,643.3834,-0.004331
2024-08-05,100016,646.6154,0.005023
2024-08-06,100016,642.3191,-0.006644
2024-08-07,100016,651.2134,0.013847
2024-08-08,100016,659.3693,0.012524
2024-08-09,100016,657.0006,-0.003592
2024-08-12,100016,653.7051,-0.005016
2024-08-13,100016,639.1138,-0.022321
2024-08-14,100016,631.1428,-0.012472
2024-08-15,100016,624.0528,-0.011234
